112300;Partes de aparelhos de medida ou controle;902690
112400;Termostatos;90321010
112500;Instrumentos e aparelhos para regulação;90321090
112600;Pressostatos;90322000
112700;Peças para reboques e semi-reboques;871690
112800;Geradores de ar quente a combustível líquido, com capacidade superior ou igual a 1.500 kcal/h, mas inferior ou igual a 10.400 kcal/h, do tipo dos utilizados em veículos automóveis;73229010
200100;Aperitivos, amargos, bitter e similares;2205
200100;Aperitivos, amargos, bitter e similares;22089000
200200;Batida e similares;22089000
200300;Bebida ice;22089000
200400;Cachaça e aguardentes;220720
200400;Cachaça e aguardentes;22084000
200500;Catuaba e similares;2205
200500;Catuaba e similares;22060090
200500;Catuaba e similares;22089000
200600;Conhaque, brandy e similares;22082000
200700;Cooler;22060090
200700;Cooler;22089000
200800;Gim (gin) e genebra;22085000
200900;Jurubeba e similares;2205
200900;Jurubeba e similares;22060090
200900;Jurubeba e similares;22089000
201000;Licores e similares;22087000
201100;Pisco;22082000
201200;Rum;22084000
201300;Saque;22060090
201400;Steinhaeger;22089000
201500;Tequila;22089000
201600;Uísque;220830
201700;Vermute e similares;2205
201800;Vodka;22086000
201900;Derivados de vodka;22089000
202000;Arak;22089000
202100;Aguardente vínica / grappa;22082000
202200;Sidra e similares;22060010
202300;Sangrias e coquetéis;2205
202300;Sangrias e coquetéis;22060090
202300;Sangrias e coquetéis;22089000
202400;"Vinhos de uvas frescas, incluindo os vinhos enriquecidos com álcool; mostos de uvas.";2204
202500;Outras bebidas alcoólicas não especificadas nos itens anteriores;2205
202500;Outras bebidas alcoólicas não especificadas nos itens anteriores;2206
202500;Outras bebidas alcoólicas não especificadas nos itens anteriores;2207
202500;Outras bebidas alcoólicas não especificadas nos itens anteriores;2208
300100;Água mineral, gasosa ou não, ou potável, naturais, em garrafa de vidro, retornável ou não, com capacidade de até 500 ml;22011000
300200;Água mineral, gasosa ou não, ou potável, naturais, em embalagem com capacidade igual ou superior a 5.000 ml;22011000
300300;Água mineral, gasosa ou não, ou potável, naturais, em embalagem de vidro, não retornável, com capacidade de até 300 ml;22011000
300400;Água mineral, gasosa ou não, ou potável, naturais, em garrafa plástica de 1.500 ml;22011000
300500;Água mineral, gasosa ou não, ou potável, naturais, em copos plásticos e embalagem plástica com capacidade de até 500 ml;22011000
300600;Outras águas minerais, potáveis ou naturais, gasosas ou não, inclusive gaseificadas;22011000
300700;Águas minerais, potáveis ou naturais, gasosas ou não, inclusive gaseificadas ou aromatizadas artificialmente, refrescos;22021000
300800;Outras águas minerais, potáveis ou naturais, gasosas ou não, inclusive gaseificadas ou aromatizadas artificialmente;22029000
802100;"Instrumentos de desenho, de traçado ou de cálculo; metros, micrômetros, paquímetros, calibres e semelhantes; partes e acessórios";90172000
802100;"Instrumentos de desenho, de traçado ou de cálculo; metros, micrômetros, paquímetros, calibres e semelhantes; partes e acessórios";901730
802100;"Instrumentos de desenho, de traçado ou de cálculo; metros, micrômetros, paquímetros, calibres e semelhantes; partes e acessórios";901780
802100;"Instrumentos de desenho, de traçado ou de cálculo; metros, micrômetros, paquímetros, calibres e semelhantes; partes e acessórios";90179090
802200;Termômetros, suas partes e acessórios;90251190
802200;Termômetros, suas partes e acessórios;
802200;Termômetros, suas partes e acessórios;90259010
802300;Pirômetros, suas partes e acessórios;902519
802300;Pirômetros, suas partes e acessórios;
802300;Pirômetros, suas partes e acessórios;90259090
900100;Lâmpadas elétricas;8539
900200;Lâmpadas eletrônicas;8540
900300;Reatores para lâmpadas ou tubos de descargas;85041000
900400;“Starter”;853650
900500;Lâmpadas de LED (Diodos Emissores de Luz);85437099
1000100;Cal;2522
1000200;Argamassas;3816001
1000200;Argamassas;38245000
1000300;Outras argamassas;32149000
1000400;Silicones em formas primárias, para uso na construção;391000
1000500;"Revestimentos de PVC e outros plásticos; forro, sancas e afins de PVC, para uso na construção";3916
1000600;Tubos, e seus acessórios (por exemplo, juntas, cotovelos, flanges, uniões), de plásticos, para uso na construção;3917
1000700;Revestimento de pavimento de PVC e outros plásticos;3918
1000800;Chapas, folhas, tiras, fitas, películas e outras formas planas, auto-adesivas, de plásticos, mesmo em rolos, para uso na construção;3919
1000900;Veda rosca, lona plástica para uso na construção, fitas isolantes e afins;3919
1000900;Veda rosca, lona plástica para uso na construção, fitas isolantes e afins;3920
1000900;Veda rosca, lona plástica para uso na construção, fitas isolantes e afins;3921
1001000;Telha de plástico, mesmo reforçada com fibra de vidro;3921
1001100;Cumeeira de plástico, mesmo reforçada com fibra de vidro;3921
1001200;Chapas, laminados plásticos em bobina, para uso na construção, exceto os descritos nos itens 10.0 e 11.0;3921
1001300;Banheiras, boxes para chuveiros, pias, lavatórios, bidês, sanitários e seus assentos e tampas, caixas de descarga e artigos semelhantes para usos sanitários ou higiênicos, de plásticos;3922
1001400;Artefatos de higiene/toucador de plástico, para uso na construção;3924
1001500;Caixa d’água, inclusive sua tampa, de plástico, mesmo reforçadas com fibra de vidro;39251000
1001600;Outras telhas, cumeeira e caixa d’água, inclusive sua tampa, de plástico, mesmo reforçadas com fibra de vidro;392590
1001700;Artefatos para apetrechamento de construções, de plásticos, não especificados nem compreendidos em outras posições, incluindo persianas, sancas, molduras, apliques e rosetas, caixilhos de polietileno e outros plásticos, exceto os descritos nos itens 15.0 e 16.0;39251000
1001700;Artefatos para apetrechamento de construções, de plásticos, não especificados nem compreendidos em outras posições, incluindo persianas, sancas, molduras, apliques e rosetas, caixilhos de polietileno e outros plásticos, exceto os descritos nos itens 15.0 e 16.0;392590
1001800;Portas, janelas e seus caixilhos, alizares e soleiras;39252000
1001900;Postigos, estores (incluídas as venezianas) e artefatos semelhantes e suas partes;39253000
1002000;Outras obras de plástico, para uso na construção;392690
1002100;"Papel de parede e revestimentos de parede semelhantes; papel para vitrais";4814
1002200;Telhas de concreto;68101900
1002300;Telha, cumeeira e caixa d’água, inclusive sua tampa, de fibrocimento, cimento-celulose;6811
1002400;Caixas d’água, tanques e reservatórios e suas tampas, telhas, calhas, cumeeiras e afins, de fibrocimento, cimento-celulose ou semelhantes, contendo ou não amianto, exceto os descritos no item 23.0;6811
1002500;"Tijolos, placas (lajes), ladrilhos e outras peças cerâmicas de farinhas siliciosas fósseis (""kieselghur"", tripolita, diatomita, por exemplo) ou de terras siliciosas semelhantes";69010000
1002600;Tijolos, placas (lajes), ladrilhos e peças cerâmicas semelhantes, para uso na construção, refratários, que não sejam de farinhas siliciosas fósseis nem de terras siliciosas semelhantes;6902
1002700;Tijolos para construção, tijoleiras, tapa-vigas e produtos semelhantes, de cerâmica;6904
1002800;Telhas, elementos de chaminés, condutores de fumaça, ornamentos arquitetônicos, de cerâmica, e outros produtos cerâmicos para uso na construção;6905
1002900;Tubos, calhas ou algerozes e acessórios para canalizações, de cerâmica;69060000
1003000;Ladrilhos e placas de cerâmica, exclusivamente para pavimentação ou revestimento;6907
1003000;Ladrilhos e placas de cerâmica, exclusivamente para pavimentação ou revestimento;6908
1003001;Cubos, pastilhas e artigos semelhantes de cerâmica, mesmo com suporte.;6907
1003001;Cubos, pastilhas e artigos semelhantes de cerâmica, mesmo com suporte.;6908
1003100;Pias, lavatórios, colunas para lavatórios, banheiras, bidês, sanitários, caixas de descarga, mictórios e aparelhos fixos semelhantes para usos sanitários, de cerâmica;6910
1003200;Artefatos de higiene/toucador de cerâmica;69120000
1003300;Vidro vazado ou laminado, em chapas, folhas ou perfis, mesmo com camada absorvente, refletora ou não, mas sem qualquer outro trabalho;7003
1003400;Vidro estirado ou soprado, em folhas, mesmo com camada absorvente, refletora ou não, mas sem qualquer outro trabalho;7004
1003500;Vidro flotado e vidro desbastado ou polido em uma ou em ambas as faces, em chapas ou em folhas, mesmo com camada absorvente, refletora ou não, mas sem qualquer outro trabalho;7005
1003600;Vidros temperados;70071900
1003700;Vidros laminados;70072900
1003800;Vidros isolantes de paredes múltiplas;7008
1003900;"Blocos, placas, tijolos, ladrilhos, telhas e outros artefatos, de vidro prensado ou moldado, mesmo armado, para uso na construção; cubos, pastilhas e outros artigos semelhantes";7016
1004000;Barras próprias para construções, exceto vergalhões;72142000
1004100;Outras barras próprias para construções, exceto vergalhões;73089010
1004200;Vergalhões;72142000
1004300;Outros vergalhões;7213
1004300;Outros vergalhões;73089010
1004400;"Fios de ferro ou aço não ligados, não revestidos, mesmo polidos; cordas, cabos, tranças (entrançados), lingas e artefatos semelhantes, de ferro ou aço, não isolados para usos elétricos";72171090
1004400;"Fios de ferro ou aço não ligados, não revestidos, mesmo polidos; cordas, cabos, tranças (entrançados), lingas e artefatos semelhantes, de ferro ou aço, não isolados para usos elétricos";7312
1004500;Outros fios de ferro ou aço, não ligados, galvanizados;721720
1004600;Acessórios para tubos (inclusive uniões, cotovelos, luvas ou mangas), de ferro fundido, ferro ou aço;7307
1004700;Portas e janelas, e seus caixilhos, alizares e soleiras de ferro fundido, ferro ou aço;73083000
1004800;Material para andaimes, para armações (cofragens) e para escoramentos, (inclusive armações prontas, para estruturas de concreto armado ou argamassa armada), eletrocalhas e perfilados de ferro fundido, ferro ou aço, próprios para construção, exceto treliças de aço;73084000
1004800;Material para andaimes, para armações (cofragens) e para escoramentos, (inclusive armações prontas, para estruturas de concreto armado ou argamassa armada), eletrocalhas e perfilados de ferro fundido, ferro ou aço, próprios para construção, exceto treliças de aço;730890
1004900;Treliças de aço;73084000
1005000;Telhas metálicas;73089090
1005100;"Caixas diversas (tais como caixa de correio, de entrada de água, de energia, de instalação) de ferro, ferro fundido ou aço; próprias para a construção";7310
1005200;Arame farpado, de ferro ou aço, arames ou tiras, retorcidos, mesmo farpados, de ferro ou aço, dos tipos utilizados em cercas;73130000
1005300;Telas metálicas, grades e redes, de fios de ferro ou aço;7314
1005400;Correntes de rolos, de ferro fundido, ferro ou aço;73151100
1005500;Outras correntes de elos articulados, de ferro fundido, ferro ou aço;73151290
1005600;Correntes de elos soldados, de ferro fundido, de ferro ou aço;73158200
1005700;Tachas, pregos, percevejos, escápulas, grampos ondulados ou biselados e artefatos semelhantes, de ferro fundido, ferro ou aço, mesmo com a cabeça de outra matéria, exceto cobre;731700
1005800;Parafusos, pinos ou pernos, roscados, porcas, tira-fundos, ganchos roscados, rebites, chavetas, cavilhas, contrapinos, arruelas (incluídas as de pressão) e artefatos semelhantes, de ferro fundido, ferro ou aço;7318
1005900;"Palha de ferro ou aço; esponjas, esfregões, luvas e artefatos semelhantes para limpeza, polimento e usos semelhantes, de ferro ou aço, exceto os de uso doméstico classificados na posição 7323.10.00";7323
1006000;Artefatos de higiene ou de toucador, e suas partes, de ferro fundido, ferro ou aço, incluídas as pias, banheiras, lavatórios, cubas, mictórios, tanques e afins de ferro fundido, ferro ou aço, para uso na construção;7324
1006100;Outras obras moldadas, de ferro fundido, ferro ou aço, para uso na construção;7325
1006200;Abraçadeiras;7326
1006300;Barras de cobre;7407
1006400;Tubos de cobre e suas ligas, para instalações de água quente e gás, para uso na construção;74111010
1006500;Acessórios para tubos (por exemplo, uniões, cotovelos, luvas ou mangas) de cobre e suas ligas, para uso na construção;7412
1006600;Tachas, pregos, percevejos, escápulas e artefatos semelhantes, de cobre, ou de ferro ou aço com cabeça de cobre, parafusos, pinos ou pernos, roscados, porcas, ganchos roscados, rebites, chavetas, cavilhas, contrapinos, arruelas (incluídas as de pressão), e artefatos semelhantes, de cobre;7415
1006700;Artefatos de higiene/toucador de cobre, para uso na construção;74182000
1006800;Manta de subcobertura aluminizada;76071990
1006900;Tubos de alumínio e suas ligas, para refrigeração e ar condicionado, para uso na construção;7608
1007000;Acessórios para tubos (por exemplo, uniões, cotovelos, luvas ou mangas), de alumínio, para uso na construção;76090000
1007100;"Construções e suas partes (por exemplo, pontes e elementos de pontes, torres, pórticos ou pilones, pilares, colunas, armações, estruturas para telhados, portas e janelas, e seus caixilhos, alizares e soleiras, balaustradas), de alumínio, exceto as construções pré-fabricadas da posição 9406; chapas, barras, perfis, tubos e semelhantes, de alumínio, próprios para construções";7610
1007200;Artefatos de higiene/toucador de alumínio, para uso na construção;76152000
1007300;Outras obras de alumínio, próprias para construções, incluídas as persianas;7616
1007400;Outras guarnições, ferragens e artigos semelhantes de metais comuns, para construções, inclusive puxadores.;83024100
1007500;"Fechaduras e ferrolhos (de chave, de segredo ou elétricos), de metais comuns, incluídas as suas partes fechos e armações com fecho, com fechadura, de metais comuns chaves para estes artigos, de metais comuns; exceto os de uso automotivo";8301
1007600;Dobradiças de metais comuns, de qualquer tipo;83021000
1007700;Tubos flexíveis de metais comuns, mesmo com acessórios, para uso na construção;8307
1007800;Fios, varetas, tubos, chapas, eletrodos e artefatos semelhantes, de metais comuns ou de carbonetos metálicos, revestidos exterior ou interiormente de decapantes ou de fundentes, para soldagem (soldadura) ou depósito de metal ou de carbonetos metálicos fios e varetas de pós de metais comuns aglomerados, para metalização por projeção;8311
1007900;Torneiras, válvulas (incluídas as redutoras de pressão e as termostáticas) e dispositivos semelhantes, para canalizações, caldeiras, reservatórios, cubas e outros recipientes;8481
1100100;Água sanitária, branqueador e outros alvejantes;28289011
1100100;Água sanitária, branqueador e outros alvejantes;28289019
1100100;Água sanitária, branqueador e outros alvejantes;32064100
1100100;Água sanitária, branqueador e outros alvejantes;38089419
1100200;Sabões em pó, flocos, palhetas, grânulos ou outras formas semelhantes, para lavar roupas;34012090
1100300;Sabões líquidos para lavar roupas;34012090
1100400;Detergentes em pó, flocos, palhetas, grânulos ou outras formas semelhantes;34022000
1100500;Detergentes líquidos, exceto para lavar roupa;34022000
1100600;Detergente líquido para lavar roupa;34022000
1100700;"Outros agentes orgânicos de superfície (exceto sabões)// preparações tensoativas, preparações para lavagem (incluídas as preparações auxiliares para lavagem) e preparações para limpeza (inclusive multiuso e limpadores), mesmo contendo sabão, exceto as da posição 3401 e os produtos descritos nos itens 3 a 5; em embalagem de conteúdo inferior ou igual a 50 litros ou 50 kg";3402
1100800;Amaciante/suavizante;38099190
1100900;Esponjas para limpeza;39241000
1100900;Esponjas para limpeza;39249000
1100900;Esponjas para limpeza;68053010
1100900;Esponjas para limpeza;68053090
1101000;Álcool etílico para limpeza;2207
1101000;Álcool etílico para limpeza;22089000
1101100;"Esponjas e palhas de aço; esponjas para limpeza, polimento ou uso semelhantes; todas de uso doméstico";73231000
1200100;"Transformadores, bobinas de reatância e de auto indução, inclusive os transformadores de potência superior a 16 KVA, classificados nas posições 8504.33.00 e 8504.34.00; exceto os demais transformadores da subposição 8504.3, os reatores para lâmpadas elétricas de descarga classificados no código 8504.10.00, os carregadores de acumuladores  do código 8504.40.10, os equipamentos de alimentação ininterrupta de energia (UPS ou “no break”), no código 8504.40.40 e os de uso automotivo";8504
1200200;"Aquecedores elétricos de água, incluídos os de imersão, chuveiros ou duchas elétricos, torneiras elétricas, resistências de aquecimento, inclusive as de duchas e chuveiros elétricos e suas partes; exceto outros fornos, fogareiros (incluídas as chapas de cocção), grelhas e assadeiras, classificados na posição 8516.60.00";8516
1200300;Aparelhos para interrupção, seccionamento, proteção, derivação, ligação ou conexão de circuitos elétricos (por exemplo, interruptores, comutadores, corta-circuitos, para-raios, limitadores de tensão, eliminadores de onda, tomadas de corrente e outros conectores, caixas de junção), para tensão superior a 1.000V, exceto os de uso automotivo;8535
1200400;"Aparelhos para interrupção, seccionamento, proteção, derivação, ligação ou conexão de circuitos elétricos (por exemplo, interruptores, comutadores, relés, corta-circuitos, eliminadores de onda, plugues e tomadas de corrente, suportes para lâmpadas e outros conectores, caixas de junção), para uma tensão não superior a 1.000V; conectores para fibras ópticas, feixes ou cabos de fibras ópticas; exceto ""starter"" classificado na subposição 8536.50 e os de uso automotivo";8536
1200500;Partes reconhecíveis como exclusiva ou principalmente destinadas aos aparelhos das posições 8535 e 8536;8538
1200600;Cabos, tranças e semelhantes, de cobre, não isolados para usos elétricos, exceto os de uso automotivo;74130000
1200700;"Fios, cabos (incluídos os cabos coaxiais) e outros condutores, isolados ou não, para usos elétricos (incluídos os de cobre ou alumínio, envernizados ou oxidados anodicamente), mesmo com peças de conexão, inclusive fios e cabos elétricos, para tensão não superior a 1000V, para uso na construção; fios e cabos telefônicos e para transmissão de dados; cabos de fibras ópticas, constituídos de fibras embainhadas individualmente, mesmo com condutores elétricos ou munidos de peças de conexão; cordas, cabos, tranças";8544
1200700;"Fios, cabos (incluídos os cabos coaxiais) e outros condutores, isolados ou não, para usos elétricos (incluídos os de cobre ou alumínio, envernizados ou oxidados anodicamente), mesmo com peças de conexão, inclusive fios e cabos elétricos, para tensão não superior a 1000V, para uso na construção; fios e cabos telefônicos e para transmissão de dados; cabos de fibras ópticas, constituídos de fibras embainhadas individualmente, mesmo com condutores elétricos ou munidos de peças de conexão; cordas, cabos, tranças";7605
1200700;"Fios, cabos (incluídos os cabos coaxiais) e outros condutores, isolados ou não, para usos elétricos (incluídos os de cobre ou alumínio, envernizados ou oxidados anodicamente), mesmo com peças de conexão, inclusive fios e cabos elétricos, para tensão não superior a 1000V, para uso na construção; fios e cabos telefônicos e para transmissão de dados; cabos de fibras ópticas, constituídos de fibras embainhadas individualmente, mesmo com condutores elétricos ou munidos de peças de conexão; cordas, cabos, tranças";7614
1200800;Isoladores de qualquer matéria, para usos elétricos;8546
1200900;"Peças isolantes inteiramente de matérias isolantes, ou com simples peças metálicas de montagem (suportes roscados, por exemplo) incorporadas na massa, para máquinas, aparelhos e instalações elétricas; tubos isoladores e suas peças de ligação, de metais comuns, isolados interiormente";8547
1300100;Medicamentos de referência – positiva, exceto para uso veterinário;3003
1300100;Medicamentos de referência – positiva, exceto para uso veterinário;3004
1300101;Medicamentos de referência – negativa, exceto para uso veterinário;3003
1300101;Medicamentos de referência – negativa, exceto para uso veterinário;3004
1300102;Medicamentos de referência – neutra, exceto para uso veterinário;3003
1300102;Medicamentos de referência – neutra, exceto para uso veterinário;3004
1300200;Medicamentos genérico – positiva, exceto para uso veterinário;3003
1300200;Medicamentos genérico – positiva, exceto para uso veterinário;3004
1300201;Medicamentos genérico – negativa, exceto para uso veterinário;3003
1300201;Medicamentos genérico – negativa, exceto para uso veterinário;3004
1300202;Medicamentos genérico – neutra, exceto para uso veterinário;3003
1300202;Medicamentos genérico – neutra, exceto para uso veterinário;3004
1300300;Medicamentos similar – positiva, exceto para uso veterinário;3003
1300300;Medicamentos similar – positiva, exceto para uso veterinário;3004
1300301;Medicamentos similar – negativa, exceto para uso veterinário;3003
1300301;Medicamentos similar – negativa, exceto para uso veterinário;3004
1300302;Medicamentos similar – neutra, exceto para uso veterinário;3003
1300302;Medicamentos similar – neutra, exceto para uso veterinário;3004
1300400;Outros tipos de medicamentos – positiva, exceto para uso veterinário;3003
1300400;Outros tipos de medicamentos – positiva, exceto para uso veterinário;3004
1300401;Outros tipos de medicamentos -  negativa, exceto para uso veterinário;3003
1300401;Outros tipos de medicamentos -  negativa, exceto para uso veterinário;3004
1300402;Outros tipos de medicamentos – neutra, exceto para uso veterinário;3003
1300402;Outros tipos de medicamentos – neutra, exceto para uso veterinário;3004
1300500;Preparações químicas contraceptivas à base de hormônios, de outros produtos da posição 29.37 ou de espermicidas - positiva;30066000
1300501;Preparações químicas contraceptivas à base de hormônios, de outros produtos da posição 29.37 ou de espermicidas - negativa;30066000
1300600;Provitaminas e vitaminas, naturais ou reproduzidas por síntese (incluídos os concentrados naturais), bem como os seus derivados utilizados principalmente como vitaminas, misturados ou não entre si, mesmo em quaisquer soluções - neutra;2936
1300700;Preparações opacificantes (contrastantes) para exames radiográficos e reagentes de diagnóstico concebidos para serem administrados ao paciente - positiva;300630
1300701;Preparações opacificantes (contrastantes) para exames radiográficos e reagentes de diagnóstico concebidos para serem administrados ao paciente - negativa;300630
1300800;Antissoro, outras frações do sangue, produtos imunológicos modificados, mesmo obtidos por via biotecnológica,  exceto para uso veterinário - positiva;3002
300900;Néctares de frutas e outras bebidas não alcoólicas prontas para beber, exceto isotônicos e energéticos;22029000
301000;Refrigerante em garrafa com capacidade igual ou superior a 600 ml;2202
301100;Demais refrigerantes;2202
301200;"Xarope ou extrato concentrado destinados ao preparo de refrigerante em máquina ""pré-mix""ou ""post-mix""";21069010
301300;Bebidas energéticas em embalagem com capacidade inferior a 600ml;22029000
301400;Bebidas energéticas em embalagem com capacidade igual ou superior a 600ml;22029000
301500;Bebidas hidroeletrolíticas (isotônicas) em embalagem com capacidade inferior a 600ml;21069090
301600;Bebidas hidroeletrolíticas (isotônicas) em embalagem com capacidade igual ou superior a 600ml;21069090
301700;Bebidas prontas à base de mate ou chá;210120
301700;Bebidas prontas à base de mate ou chá;22029000
301800;Bebidas prontas à base de café;22029000
301900;Refrescos e outras bebidas prontas para beber à base de chá e mate;22021000
302000;Bebidas alimentares prontas à base de soja, leite ou cacau, inclusive os produtos denominados bebidas lácteas;22029000
302100;Cerveja;22030000
302200;Cerveja sem álcool;22029000
302300;Chope;22030000
400100;Charutos, cigarrilhas e cigarros, de tabaco ou dos seus sucedâneos;2402
400200;Tabaco para fumar, mesmo contendo sucedâneos de tabaco em qualquer proporção;24031
500100;Cimento;2523
600100;Álcool etílico não desnaturado, com um teor alcoólico em volume igual ou superior a 80% vol (álcool etílico anidro combustível e álcool etílico hidratado combustível);220710
600200;Gasolinas, exceto de aviação;27101259
600300;Gasolina de aviação;27101251
600400;Querosenes, exceto de aviação;27101919
600500;Querosene de aviação;27101911
600600;Óleos combustíveis;2710192
600700;Óleos lubrificantes;2710193
600800;Outros óleos de petróleo ou de minerais betuminosos (exceto óleos brutos) e preparações não especificadas nem compreendidas noutras posições, que contenham, como constituintes básicos, 70% ou mais, em peso, de óleos de petróleo ou de inerais betuminosos, exceto os que contenham biodiesel e exceto os resíduos de óleos;2710199
600900;Resíduos de óleos;27109
601000;Gás de petróleo e outros hidrocarbonetos gasosos, exceto GLP, GLGN e Gás Natural;2711
601100;Gás Liquefeito de Petróleo (GLP);27111910
601200;Gás Liquefeito de Gás Natural (GLGN);27111100
601300;Gás Natural;27112100
601400;Coque de petróleo e outros resíduos de óleo de petróleo ou de minerais betuminosos;2713
601500;Biodiesel e suas misturas, que não contenham ou que contenham menos de 70%, em peso, de óleos de petróleo ou de óleos minerais betuminosos;38260000
601600;Preparações lubrificantes, exceto as contendo, como constituintes de base, 70% ou mais, em peso, de óleos de petróleo ou de minerais betuminosos;3403
601700;Óleos de petróleo ou de minerais betuminosos (exceto óleos brutos) e preparações não especificadas nem compreendidas noutras posições, que contenham, como constituintes básicos, 70% ou mais, em peso, de óleos de petróleo ou de minerais betuminosos, que contenham biodiesel, exceto os resíduos de óleos;27102000
700100;Energia elétrica;27160000
800100;Ferramentas de borracha vulcanizada não endurecida;40169990
800200;Ferramentas, armações e cabos de ferramentas, de madeira;44170010
800200;Ferramentas, armações e cabos de ferramentas, de madeira;44170090
800300;"Mós e artefatos semelhantes, sem armação, para moer, desfibrar, triturar, amolar, polir, retificar ou cortar; pedras para amolar ou para polir, manualmente, e suas partes, de pedras naturais, de abrasivos naturais ou artificiais aglomerados ou de cerâmica, mesmo com partes de outras matérias";6804
800400;"Pás, alviões, picaretas, enxadas, sachos, forcados e forquilhas, ancinhos e raspadeiras; machados, podões e ferramentas semelhantes com gume; tesouras de podar de todos os tipos; foices e foicinhas, facas para feno ou para palha, tesouras para sebes, cunhas e outras ferramentas manuais para agricultura, horticultura ou silvicultura";8201
800500;Folhas de serras de fita;82022000
800600;Lâminas de serras máquinas;82029100
800700;Serras manuais e outras folhas de serras (incluídas as fresas-serras e as folhas não dentadas para serrar), exceto as classificadas nas posições 8202.20.00 e 8202.91.00;8202
800800;Limas, grosas, alicates (mesmo cortantes), tenazes, pinças, cisalhas para metais, corta-tubos, corta-pinos, saca-bocados e ferramentas semelhantes, manuais, exceto as pinças para sobrancelhas classificadas na posição 8203.20.90;8203
800900;Chaves de porcas, manuais (incluídas as chaves dinamométricas)// chaves de caixa intercambiáveis, mesmo com cabos;8204
801000;"Ferramentas manuais (incluídos os diamantes de vidraceiro) não especificadas nem compreendidas em outras posições, lamparinas ou lâmpadas de soldar (maçaricos) e semelhantes; tornos de apertar, sargentos e semelhantes, exceto os acessórios ou partes de máquinas-ferramentas; bigornas; forjas-portáteis; mós com armação, manuais ou de pedal";8205
801100;Ferramentas de pelo menos duas das posições 8202 a 8205, acondicionadas em sortidos para venda a retalho;8206
801200;"Ferramentas de roscar interior ou exteriormente; de mandrilar ou de brochar; e de fresar";820740
801200;"Ferramentas de roscar interior ou exteriormente; de mandrilar ou de brochar; e de fresar";820760
801200;"Ferramentas de roscar interior ou exteriormente; de mandrilar ou de brochar; e de fresar";820770
